PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
28.07,45.66,25.87,0.5,2.65,18.13,60,Satisfactory
22.37,34.73,21.84,0.45,2.49,17.82,49,Good
20.4,37.11,15.21,0.44,3.49,16.42,53,Satisfactory
15.49,30.07,14.23,0.33,4.7,14.37,38,Good
25.85,47.6,15.5,0.4,4.62,17.95,44,Good
33.27,65.29,21.56,0.62,2.47,15.67,63,Satisfactory
41.11,65.51,28.89,0.82,3.01,13.19,75,Satisfactory
39.12,62.5,21.75,0.67,3.03,17.28,87,Satisfactory
31.98,69.4,21.43,0.53,3.8,19.45,72,Satisfactory
32.24,72.14,24.9,0.59,3.9,18.98,85,Satisfactory
34.73,70.39,24.27,0.65,10.07,20.09,81,Satisfactory
40.22,75.69,26.37,0.61,6.79,20.03,71,Satisfactory
42.99,65.7,26.42,0.62,5.33,20.61,82,Satisfactory
50.79,81.52,23.98,0.57,5.21,24.25,86,Satisfactory
56.9,83.53,21.05,0.57,3.4,23.99,95,Satisfactory
54.17,79.18,25.34,0.66,3.53,23.27,92,Satisfactory
39.07,64.26,32.44,0.63,3.94,19.34,80,Satisfactory
34.57,56.51,26.75,0.55,4.11,25.15,70,Satisfactory
34.91,61.3,27.6,0.56,3.6,24.66,67,Satisfactory
36.35,61.96,24.49,0.58,3.71,24.03,70,Satisfactory
53.22,94.89,24.54,0.56,5.04,21.06,88,Satisfactory
52.62,100.99,23.13,0.54,3.79,23.86,98,Satisfactory
59.41,104.37,28.52,0.67,2.95,25.33,98,Satisfactory
48.12,94.64,27.32,0.63,2.7,17.79,117,Moderate
24.3,52.38,20.85,0.5,2.71,18.67,64,Satisfactory
22.92,54.35,21.67,0.48,2.92,21.13,54,Satisfactory
28.04,51.18,23.54,0.62,2.68,18.41,63,Satisfactory
22.03,46.72,21.12,0.51,3.34,20.2,53,Satisfactory
41.03,71.08,27.1,0.65,3.63,14.93,71,Satisfactory
37.8,70.86,23.75,0.57,4.71,14.48,78,Satisfactory
22.53,43.48,19.81,0.6,8.3,12.59,72,Satisfactory
23.54,56.62,22.14,0.49,4.34,13.74,51,Satisfactory
18.81,42.64,18.42,0.44,2.59,15.61,52,Satisfactory
40.65,51.1,21.39,0.45,4.04,17.96,59,Satisfactory
64.09,94.5,24.01,0.59,5.25,20.95,126,Moderate
42.04,74.5,25.96,0.64,3.38,19.55,94,Satisfactory
40.41,72.97,26.24,0.98,2.96,19.73,82,Satisfactory
21.39,51.57,19.89,0.86,2.8,20.34,76,Satisfactory
22.51,54.11,20.95,0.46,3.41,19.96,54,Satisfactory
29.98,70,25.34,0.61,3.58,20.79,66,Satisfactory
37.22,84.04,22.49,0.59,5.34,23.74,84,Satisfactory
57.61,115.79,25.82,0.64,11.04,27.88,96,Satisfactory
84.85,157.6,36.15,0.75,13.54,28.26,155,Moderate
84,155.75,35.47,0.85,9.23,27.88,177,Moderate
70.7,125.56,27.89,0.65,6.2,31.05,155,Moderate
69.8,129.17,29.95,0.71,7.62,28.77,131,Moderate
81.35,146.94,29.9,0.67,9.4,32.63,156,Moderate
72.38,133.78,28.07,0.57,11.76,38.45,169,Moderate
60.06,122.21,30.62,0.64,6.83,27.21,122,Moderate
56.27,111.69,27.67,0.48,8.28,32.11,104,Moderate
62.64,120.38,32.29,0.55,7.01,34.16,123,Moderate
67.77,124.6,28.91,0.6,5.57,34.65,125,Moderate
69.15,130.32,34.06,0.67,6.04,30.76,127,Moderate
66.42,134.25,33.39,0.67,6.42,30.5,141,Moderate
70.79,135.59,30.37,0.66,11.76,34.73,131,Moderate
76.03,153.76,35.4,0.71,13.24,41.27,145,Moderate
82.72,159.66,32.85,0.68,9.84,44.86,165,Moderate
84.11,153.06,38.32,0.69,6.29,35.3,181,Moderate
78.63,137.03,38.44,0.7,4.59,30.22,161,Moderate
76.7,143.27,40.26,0.76,5.68,29.72,161,Moderate
75.82,146.29,42.14,0.77,9.06,26.43,159,Moderate
80.31,147.9,38.39,0.79,6.99,30.62,156,Moderate
86.18,152.32,35.5,0.72,7.34,32.54,163,Moderate
80.88,147.41,31.01,0.7,6.09,32.79,176,Moderate
71.3,141.73,38.76,0.85,5.83,28.08,154,Moderate
74.49,141.9,49.64,0.88,7.11,27.41,146,Moderate
62.42,117.76,44.76,0.79,5.44,28.58,129,Moderate
63.81,129.5,40.93,0.79,5.9,24.91,127,Moderate
61.97,115.41,32.04,0.7,5.92,23.4,127,Moderate
45.57,78.45,26.88,0.61,5.01,22.17,92,Satisfactory
47.66,80.56,36.08,0.75,5.45,20.1,75,Satisfactory
79.37,134.99,38.31,0.81,5.55,30.71,144,Moderate
82.44,152.49,47.96,0.92,8.32,27.09,172,Moderate
85.82,164.16,46.9,0.86,8.61,30.81,178,Moderate
83.29,152.67,49.14,0.82,6.63,33.25,186,Moderate
67.07,126.99,42.75,0.83,5.88,27.28,156,Moderate
57.77,111.21,41.58,0.89,5.62,24.99,119,Moderate
58.14,116.77,43.91,0.86,6.12,24.18,117,Moderate
64.73,122.45,45.83,0.92,5.73,26.62,125,Moderate
55.77,109.27,44.15,0.78,5.58,23.84,125,Moderate
31.86,69.75,32.41,0.61,5.87,26.76,85,Satisfactory
40.8,83.56,35.37,0.67,5.14,26.37,78,Satisfactory
43.43,78.64,31.45,0.66,4.87,27.3,87,Satisfactory
50.84,100.38,39.89,0.75,5.05,25.47,96,Satisfactory
69.16,129.71,45.94,0.84,6.06,24.37,120,Moderate
75.72,146.93,48.4,0.91,6.88,24.3,150,Moderate
75.66,147.41,45.84,0.92,5.69,25.57,147,Moderate
78.86,152.23,52.39,1,8.96,25.49,151,Moderate
82.1,156.27,45.79,0.84,7.61,31.18,172,Moderate
77.15,141.72,41.34,0.66,6.27,28.57,166,Moderate
74.42,132.56,41.57,0.73,5.84,30.37,157,Moderate
62.38,109.07,34.51,0.63,5.24,32.49,130,Moderate
72.06,123.2,33,0.74,4.73,34.33,131,Moderate
62.79,114.8,33.93,0.75,5.43,29.67,128,Moderate
56.3,119.06,36.66,0.73,6.89,26.83,119,Moderate
73.73,141.13,39.62,0.72,14.5,31.39,130,Moderate
80.23,149.05,44.53,0.79,10.51,32.58,158,Moderate
72.02,127.34,36.32,0.81,6.71,36.01,143,Moderate
47.37,82.17,30.94,0.68,5.25,30.96,107,Moderate
41.19,69.42,25.88,0.65,4.18,28.71,82,Satisfactory
30.8,56,27.43,0.61,3.83,22.23,64,Satisfactory
33.09,57.88,25.24,0.57,5.53,22.63,64,Satisfactory
57.96,106.32,29.78,0.7,6.3,27.61,87,Satisfactory
64.52,113.98,34.05,0.57,17.49,29.06,112,Moderate
56.86,101.12,36.85,0.75,11.39,26.58,125,Moderate
51.1,89.73,30.38,0.6,5.24,27.64,93,Satisfactory
40.04,74.46,25.03,0.45,6.19,26.31,82,Satisfactory
46.45,88.34,29.5,0.52,6.66,20.13,84,Satisfactory
74.35,129.65,29.58,0.52,8.8,30.67,123,Moderate
74.55,141.86,41.69,0.62,13.04,29.76,149,Moderate
67.37,137.74,42.49,0.57,14.43,29.52,140,Moderate
65.69,135.4,46.15,0.61,11.57,32.27,128,Moderate
72.24,139.44,40.97,0.63,5.04,41.27,134,Moderate
50.23,86.93,25.29,0.42,4.35,36.53,119,Moderate
35.28,65.41,22.05,0.38,5.35,33.42,76,Satisfactory
31.16,63.66,27.84,0.44,5.87,25.51,66,Satisfactory
35.01,74.36,29.5,0.48,5.17,25.43,69,Satisfactory
34.14,71.2,27.74,0.43,4.3,25.09,74,Satisfactory
39.98,83.38,30.46,0.47,4.75,25.95,77,Satisfactory
37.27,89.76,32.37,0.46,5.1,28.47,84,Satisfactory
38.79,85.47,31.8,0.48,5.74,27.79,84,Satisfactory
56.38,115.76,43.87,0.62,6.51,23.8,106,Moderate
63.09,128.53,49.49,0.66,7.58,21.9,125,Moderate
67.01,141.41,47.05,0.7,9.29,24.01,133,Moderate
62.52,138.48,43,0.63,8.08,26.27,131,Moderate
57.99,119.51,38.53,0.56,7.35,29.09,128,Moderate
51.37,105.71,29.77,0.45,9.14,36.31,107,Moderate
58.15,132.5,38.77,0.56,12.66,27.33,128,Moderate
68.2,149.58,36.66,0.57,12.68,32.23,126,Moderate
59.22,131.21,38.18,0.47,8.72,33.28,141,Moderate
38.88,83.63,40.69,0.4,5.26,23.6,99,Satisfactory
40.2,86.11,29.28,0.45,4.62,22.37,77,Satisfactory
36.94,79.23,30.21,0.42,4.14,19.82,76,Satisfactory
27.77,68.94,31.23,0.42,6.01,22.31,71,Satisfactory
32.73,79.91,34.88,0.44,4.73,20.87,70,Satisfactory
30.56,83.58,41.17,0.4,4.98,22.55,80,Satisfactory
32.21,85.67,28.37,0.39,4.61,28.54,80,Satisfactory
38.5,82.42,28.55,0.45,4.7,22.27,79,Satisfactory
41.49,67.47,27.11,0.49,5.98,17.12,82,Satisfactory
39.28,71.1,29.29,0.48,4.23,24.04,68,Satisfactory
42.7,80,29.93,0.49,4.72,30.41,75,Satisfactory
56.38,105.86,36.64,0.6,5.87,27.5,94,Satisfactory
61.85,130.5,43.3,0.6,9.22,28.73,122,Moderate
74.29,149.4,60.15,0.85,19.3,25.32,146,Moderate
66.96,142.86,57.58,0.8,13.19,27.56,154,Moderate
65.61,134.24,43.19,0.56,11.81,34.95,140,Moderate
59.75,138.05,44.99,0.63,10.93,29.88,126,Moderate
45.93,120.32,47.25,0.57,14.12,29.11,116,Moderate
49.6,116.05,44.57,0.58,8.36,32.27,112,Moderate
45.57,94.57,27.45,0.41,5.78,31.14,97,Satisfactory
35.27,76.37,22.96,0.35,6.09,32.66,86,Satisfactory
28.81,77.15,27.78,0.37,5.72,28.48,72,Satisfactory
25.6,64.14,24.85,0.39,5.8,29.68,68,Satisfactory
32.51,77.92,27.31,0.46,4.77,32.78,70,Satisfactory
42.14,107.78,28.15,0.46,8.89,31.4,86,Satisfactory
55.84,134.28,34.26,0.51,12.79,34.42,112,Moderate
38.49,108.25,33.43,0.41,10.07,36.84,108,Moderate
40.35,103.27,29.75,0.43,6.6,35.27,97,Satisfactory
42.44,94.49,25.56,0.51,4.91,33.3,91,Satisfactory
43.21,93.93,27.41,0.58,4.72,33.69,92,Satisfactory
48.6,98.66,31.95,0.59,5.26,29.23,95,Satisfactory
49.59,101.91,27.73,0.52,5.34,29.24,97,Satisfactory
46.51,109.13,29.56,0.52,8.82,26.06,106,Moderate
57.23,135.4,37.61,0.64,11.83,29.33,113,Moderate
33.87,85.6,23.4,0.44,5.21,21.86,100,Satisfactory
38.58,92.91,25.4,0.46,4.76,23.93,85,Satisfactory
33.94,68.49,22.05,0.46,4.69,23.97,77,Satisfactory
32.84,75.09,22.79,0.5,4.82,18.94,70,Satisfactory
25.67,60.08,21.21,0.44,4.35,21.56,65,Satisfactory
29.93,75.82,26.85,0.48,5.01,21.78,62,Satisfactory
31.53,86.96,30.61,0.58,5.55,21.14,78,Satisfactory
27.51,78.19,25.71,0.46,4.96,20.64,79,Satisfactory
33.45,83.27,28.19,0.53,6.01,20.47,75,Satisfactory
32.03,81.84,27.55,0.49,5.37,22.61,82,Satisfactory
27.86,68.18,28.5,0.53,4.57,19.88,71,Satisfactory
25.08,69.94,29.65,0.47,3.98,20.94,67,Satisfactory
26.32,68.45,31.53,0.51,5.34,20.74,67,Satisfactory
43.39,97.86,33.52,0.68,7.02,24.86,87,Satisfactory
33.71,72.83,25.04,0.52,5.39,29.44,79,Satisfactory
39.85,103.66,24.68,0.57,7.04,28.78,84,Satisfactory
38,85.6,20.45,0.49,6.38,26.93,102,Moderate
37.97,72.32,14.21,0.46,5.41,28.82,73,Satisfactory
28.75,59.24,12.33,0.4,6.67,28.26,66,Satisfactory
28.47,59.28,12.7,0.4,6.22,28.67,60,Satisfactory
29,60.99,12.23,0.37,5.14,29.13,59,Satisfactory
34.09,67.6,12.16,0.36,5.3,33.42,65,Satisfactory
36.17,67.08,11.67,0.39,6.39,36.97,70,Satisfactory
42.07,75.41,19.37,0.47,4.71,36.94,75,Satisfactory
34.79,65.96,19.35,0.41,7.11,36.78,72,Satisfactory
42.42,72.92,19.9,0.49,7.31,37.4,68,Satisfactory
47.96,83.65,19.98,0.65,6.64,35.46,87,Satisfactory
48.05,80.7,19.75,0.55,6.67,33.65,88,Satisfactory
38.13,69.42,18.95,0.51,9.04,31.37,73,Satisfactory
37.34,72.16,21.26,0.5,8.46,26.57,67,Satisfactory
30.18,57.17,16.71,0.44,8.36,27.81,66,Satisfactory
27.87,64.99,18.52,0.66,8.47,25.48,64,Satisfactory
19.76,39.6,22.67,0.8,8.49,34.09,77,Satisfactory
19.94,43.45,20.46,0.41,11.06,36.03,56,Satisfactory
29.36,61.5,25.74,0.51,9.14,29.65,59,Satisfactory
18.95,36.93,31.96,0.52,6.51,28.05,62,Satisfactory
23.99,43.01,27.24,0.38,6.21,23.3,55,Satisfactory
33.4,59.02,21.68,0.4,4.25,24.1,61,Satisfactory
35.21,66.35,18.03,0.41,3.48,29.34,68,Satisfactory
38.07,78.8,19.72,0.38,4.27,33.8,74,Satisfactory
33.99,68.75,18.3,0.41,4.36,34.56,74,Satisfactory
37.13,68.87,18.82,0.49,4.19,33.93,70,Satisfactory
38.44,75.93,21.35,0.51,5.07,29.02,74,Satisfactory
35.67,63.08,25.01,0.5,4.46,24.66,75,Satisfactory
30.21,61.21,24.42,0.38,5.75,24.31,67,Satisfactory
26.47,57.08,25.39,0.38,6.01,21.8,58,Satisfactory
22.83,42.44,29.99,0.5,6.64,20.2,54,Satisfactory
25.12,46.3,26.18,0.39,4.56,23.58,50,Good
27.57,62.7,24.7,0.45,4.88,23.42,53,Satisfactory
28.99,54.72,22.09,0.44,4.43,23.95,63,Satisfactory
31.76,72.38,24.4,0.46,5.65,24.59,62,Satisfactory
29.9,59.77,20.64,0.42,4.27,25.52,71,Satisfactory
23.51,56.45,21.98,0.44,3.83,26.87,56,Satisfactory
23.36,53.68,19.73,0.39,3.72,23.68,56,Satisfactory
16.03,37.73,22.21,0.41,3.67,29.77,51,Satisfactory
21.12,54.39,24.27,0.6,4.03,32.53,59,Satisfactory
22.69,53.46,22.43,0.64,4.27,27.21,67,Satisfactory
24.62,51.4,25.22,0.54,5.59,30.87,54,Satisfactory
33.03,80.72,26.32,0.49,5.04,30.42,70,Satisfactory
28.18,69.69,22.57,0.48,4.59,32.53,77,Satisfactory
31.36,75.39,24.86,0.45,4.17,32.74,71,Satisfactory
25.18,59.71,21.51,0.52,4.45,31.28,73,Satisfactory
26.84,58.71,21.67,0.41,4.3,26.6,59,Satisfactory
27.46,66.53,22.97,0.45,4.84,29.18,65,Satisfactory
29.56,61.16,21.1,0.37,5.41,31.69,69,Satisfactory
28.15,47.77,26.08,0.43,5.02,26.82,65,Satisfactory
38.65,82.55,30.29,0.53,7.01,27.77,83,Satisfactory
32.09,62.6,27.82,0.47,6.05,24.41,74,Satisfactory
24.1,54.77,24.07,0.38,4.61,25.87,64,Satisfactory
25.06,53.65,21.85,0.35,5.29,25.8,60,Satisfactory
24.12,56.89,23.33,0.34,5.38,27.84,60,Satisfactory
27.65,61.38,26.37,0.46,6.32,30.88,67,Satisfactory
32.47,72.72,28.5,0.49,5.87,31.95,70,Satisfactory
31.05,71.9,27.66,0.43,7.55,35.11,72,Satisfactory
42.41,122.45,30.17,0.52,9.4,33.8,93,Satisfactory
36.62,134.25,31.45,0.44,10.5,29.47,106,Moderate
31.59,118.03,33.69,0.43,11.4,32.1,109,Moderate
39.91,137.19,38.9,0.68,8.55,28.72,114,Moderate
44.09,147.59,35.83,0.62,8.65,35.2,122,Moderate
41.03,124.09,26.38,0.52,6.61,43.37,116,Moderate
33.07,97.27,22.72,0.44,5.94,38.23,102,Moderate
32.51,85.85,23.19,0.45,6.32,37.5,89,Satisfactory
28.66,90.2,24.26,0.44,5.46,40.38,87,Satisfactory
26.7,96.67,26.37,0.41,5.65,32.09,86,Satisfactory
21.07,79.56,24.05,0.34,6.1,30.78,84,Satisfactory
18.56,60.6,23.9,0.33,5.49,32.56,65,Satisfactory
25.17,60.07,27.75,0.43,4.66,25.41,67,Satisfactory
30,54.63,30.48,0.42,5.23,30.2,55,Satisfactory
16.47,31.29,23.75,0.33,4.36,29.86,79,Satisfactory
11.74,24.32,20.72,0.34,5.12,18.84,38,Good
13.93,28.72,18.89,0.3,5.56,21.39,33,Good
19.57,52.74,22.78,0.3,6.89,20.05,38,Good
23.02,74.58,20.88,0.29,10.04,17.59,58,Satisfactory
19.49,59.86,18,0.3,9.34,17.98,64,Satisfactory
20.2,68.79,19.5,0.32,9.69,16.57,54,Satisfactory
17.96,56.02,19.43,0.31,9.15,20.04,57,Satisfactory
20.26,42.43,21.57,0.28,5.72,17.59,48,Good
19.96,45.14,23.97,0.27,6.7,13.48,42,Good
17.19,35.96,21.01,0.28,6.02,15.47,42,Good
9.87,23.48,19.35,0.29,5.32,16.2,38,Good
9.8,22.79,19.97,0.26,6.34,17.74,32,Good
13.53,31.78,19.95,0.31,6.19,15.24,33,Good
10.31,20.76,17.7,0.31,5.28,13.05,31,Good
10.31,20.97,18.86,0.28,5.7,14.37,29,Good
14.04,33.09,18.92,0.26,5.94,13.99,30,Good
20.19,55.14,20.73,0.27,7.96,12.04,37,Good
22.5,63.77,19.96,0.26,7.71,13.86,52,Satisfactory
24,72.01,21.8,0.25,8.15,14.47,56,Satisfactory
22.91,68.3,21.71,0.26,7.86,15.94,60,Satisfactory
22.36,56.6,22.45,0.32,6.56,16.49,51,Satisfactory
21.25,45.4,24.72,0.36,5.26,20.81,51,Satisfactory
22.41,46.29,25.42,0.35,5.16,23.48,52,Satisfactory
27.05,54.96,21.78,0.34,5.03,24.41,52,Satisfactory
23.29,44.2,22.64,0.36,5.39,24.22,58,Satisfactory
15.8,32.18,22.73,0.36,6.36,22.25,49,Good
20.24,44.74,27.59,0.38,6.29,19.98,47,Good
19.38,41.95,24.58,0.39,5.3,17.4,46,Good
26.83,66.5,27.18,0.43,6.07,13.2,48,Good
70.1,75.55,6.16,0.81,9.02,13.83,149,Moderate
67.5,93.8,2.98,0.71,9.26,38.19,126,Moderate
24.8,31.95,3.11,0.74,8.89,44.67,85,Satisfactory
32.3,47.4,3.27,0.68,8.39,39.16,62,Satisfactory
55.36,73.69,1.68,0.77,9.33,10.76,77,Satisfactory
47.62,79.52,0.01,0.73,9.15,9.38,86,Satisfactory
61.34,100.61,0.07,1.01,8.55,13.56,90,Satisfactory
19.66,23.81,6.36,0.86,8.56,1.34,59,Satisfactory
16.8,14.47,5.9,0.67,8.49,1.27,50,Good
14.37,23.25,5.7,0.57,8.89,1.21,43,Good
25.14,26.17,6.02,0.89,9.53,1.35,55,Satisfactory
28.74,33.12,5.99,1.02,9.35,1.2,80,Satisfactory
39.4,51.67,3.67,0.86,10.11,1.17,58,Satisfactory
52.82,76.36,6.86,0.8,8.95,1.21,78,Satisfactory
56.88,91.07,10.75,0.74,9.28,1.27,94,Satisfactory
68.1,101.47,10.53,0.56,9.37,1.17,107,Moderate
60.61,80.86,10.05,0.64,9.14,1.22,118,Moderate
54.57,1.02,9.68,0.67,9.27,1.34,96,Satisfactory
81.08,120.51,11.14,1.8,9.74,2.18,108,Moderate
33.25,34.01,10.95,0.74,9.56,1.35,61,Satisfactory
30.59,41.65,11.36,0.72,8.52,1.23,53,Satisfactory
45.02,64.8,15.55,0.8,9.44,1.85,67,Satisfactory
44.54,83.5,21.27,0.79,8.79,1.93,81,Satisfactory
33.83,76.56,21.08,0.77,9.18,1.47,83,Satisfactory
33.98,84.18,20.67,0.7,6.02,1.2,75,Satisfactory
30.57,89.06,15.02,0.42,4.2,1.11,82,Satisfactory
28.19,73.55,20.46,0.41,5.53,27.07,86,Satisfactory
18.78,55.4,23.7,0.17,5.45,27.04,66,Satisfactory
28.82,89.59,24.67,0.22,4.77,27.41,89,Satisfactory
26.78,80.29,24.5,0.34,5.6,39.14,86,Satisfactory
33.62,93.94,24.74,0.17,5.61,37.46,88,Satisfactory
43.26,113.04,24.5,0.13,4.06,11.12,103,Moderate
31.91,95.79,21.16,0.23,12.47,16.37,106,Moderate
63.95,175.36,24.65,0.69,9.57,24.42,115,Moderate
68.29,190.23,24.79,0.61,11.2,15.58,157,Moderate
82.07,214.16,24.63,0.62,6.66,17.93,173,Moderate
72.83,162.79,24.76,0.68,6.61,18.09,161,Moderate
60.86,120.88,24.55,0.81,5.52,17.38,118,Moderate
50.6,116.45,28.04,0.74,12.26,17.53,116,Moderate
44.02,95.86,31.2,0.68,6.76,18.32,103,Moderate
35.78,91.05,30.79,0.62,5.2,20.42,96,Satisfactory
25.56,75.22,30.21,0.57,5.6,22.36,83,Satisfactory
28.29,84.76,29.39,0.53,5.43,24.65,78,Satisfactory
40.2,107.44,30.08,0.77,6.46,22.28,92,Satisfactory
39.21,122.7,30.34,0.8,5.46,23.83,116,Moderate
43.4,123.6,30.61,0.57,5.54,24.37,112,Moderate
34.1,101.56,30.02,0.62,9.28,25.1,95,Satisfactory
34.1,71.91,30.72,0.69,8.82,21.75,88,Satisfactory
34.1,87.22,31.43,0.72,8.46,20.05,76,Satisfactory
34.1,78.76,31.04,0.68,8.07,18.91,88,Satisfactory
34.1,111.8,31.13,0.65,8.04,21.13,91,Satisfactory
34.1,105.38,30.39,0.61,8.53,22.05,107,Moderate
28.79,107.75,26.11,0.86,9.26,20.16,118,Moderate
25.35,73.02,26.68,0.64,9.02,36.12,115,Moderate
22.64,62.19,25.78,0.55,9.18,172.28,130,Moderate
22.13,129.39,26.03,0.55,9.04,109.72,184,Moderate
25.23,76.9,26.6,0.45,8.44,112.46,233,Poor
16.29,76.67,26.42,0.13,8.33,18.08,79,Satisfactory
21.38,105.84,27.74,0.18,8.84,22.85,92,Satisfactory
20.83,107.61,27.81,0.19,8.67,22.04,105,Moderate
26.72,119.22,28.13,0.23,9.36,19.97,110,Moderate
31.5,134.85,29.7,0.26,8.51,17.19,118,Moderate
27.4,127.1,29.02,0.24,8.97,16.84,119,Moderate
27.27,119.65,27.34,0.18,9.76,42.69,111,Moderate
24.81,100.32,27.2,0.2,9.68,43.17,111,Moderate
22.04,93.43,27.68,0.24,9.75,40.11,91,Satisfactory
32.23,129.25,29.45,0.32,9.55,37.53,102,Moderate
38.06,159.03,29.1,0.2,8.75,37.34,142,Moderate
42.42,166.8,29,0.21,9.01,36.74,135,Moderate
36.33,158.2,28.37,0.22,9.91,37.68,149,Moderate
38.83,166.38,31.45,0.31,9.28,34.34,138,Moderate
30.51,138.75,32.22,0.94,13.22,23.59,146,Moderate
37.34,147.92,41.96,0.86,10.57,28.72,164,Moderate
50,86.61,35.41,0.21,7.46,15.87,88,Satisfactory
54.45,99.61,41.12,0.23,8.64,35.1,84,Satisfactory
58.92,103.16,38.77,0.21,7.01,38.96,118,Moderate
45.26,91.97,37.89,0.19,6.85,36.47,96,Satisfactory
66.73,121.45,48.71,0.25,7.87,51.03,128,Moderate
50.59,93.76,47.48,0.16,6.44,1.59,109,Moderate
78.87,135.61,54.73,0.23,7.86,1.55,139,Moderate
92.75,156.57,58.87,0.3,7.31,1.55,190,Moderate
80.91,132.15,57.12,0.27,7.13,1.33,202,Poor
60.15,103.81,49.69,0.25,7.28,1.11,114,Moderate
72.27,126.14,54.68,0.23,7.12,1.68,118,Moderate
91.49,168.86,60.61,0.25,7.76,2.42,181,Moderate
67.43,49.68,46.53,0.17,6.82,2.07,168,Moderate
82.3,136.85,45.85,0.24,8.63,0.67,159,Moderate
90.96,137.4,44.42,0.24,8.71,0.43,195,Moderate
112.8,167.67,47.37,0.29,8.64,0.24,235,Poor
89.21,137.5,50.37,0.31,8.54,0.87,244,Poor
101.04,148.16,32.03,0.3,17.57,1.75,206,Poor
99.52,163.82,18.55,0.31,8.68,2.18,232,Poor
108.16,185.03,21.24,0.58,11.28,6.46,254,Poor
105.56,203.48,22.34,0.8,9.12,24.99,275,Poor
104.08,177.3,25.56,0.83,10.99,29.4,238,Poor
79.51,183.07,15.79,0.91,7.49,30.87,225,Poor
87.06,199.42,49.67,0.68,8.08,51.28,249,Poor
98.97,209.76,35.33,0.6,9.22,66.34,250,Poor
75.56,185.42,29.65,0.62,15.18,74.41,213,Poor
133.05,242.1,22.99,0.78,14.82,37.96,213,Poor
126.59,220.78,26.3,0.65,9.82,49.77,276,Poor
71.63,164.83,30.26,0.52,6.54,31.04,240,Poor
64.19,157.92,32.33,0.61,6.12,31.08,197,Moderate
73.93,169.87,29.67,0.6,7.73,44.67,142,Moderate
121.26,241.74,36.99,1.02,8.3,60.92,246,Poor
124.18,233.76,26,0.9,8.39,113.08,295,Poor
96.68,191.48,25.3,1.25,8.38,74.38,226,Poor
88.72,179.77,33.57,0.94,9.91,42.78,226,Poor
70.41,149.33,27.97,0.85,6.77,85.91,180,Moderate
88.45,192.4,37.92,0.75,7.56,114.57,195,Moderate
110.96,199.97,52.65,0.98,6.4,81.74,233,Poor
109.77,191.69,60.14,1.16,5.88,43.61,256,Poor
75.66,149.72,65.02,0.73,6.15,44.14,210,Poor
77.68,179.69,55.5,0.64,6.02,67.79,171,Moderate
107.35,208.45,34.61,0.64,5.85,118.39,211,Poor
104.86,179,32.01,0.65,3.2,100.07,252,Poor
102.63,184.37,64.42,0.89,3.97,89.91,244,Poor
122.13,235.07,84.94,1.19,4.2,58.88,275,Poor
97.73,206.93,62.27,1.35,4.19,59.78,251,Poor
95.4,202.82,64.47,1.34,5.87,57.94,208,Poor
124.91,245.62,81.3,1,5.28,83,257,Poor
119.13,245.38,72.86,0.98,6.1,98.66,275,Poor
173.72,221.93,64.07,1.15,4.92,83.03,270,Poor
137.56,224.06,61.48,1.31,7.21,63.32,333,Very Poor
84.21,152.03,22.51,0.68,5.15,100.59,193,Moderate
90.76,159.11,25.04,0.54,7.96,89.14,199,Moderate
102.37,176.02,22.1,0.48,6.3,81.71,221,Poor
152.82,189.76,25.8,0.64,10.65,62.68,276,Poor
90.89,143.58,25.34,0.55,10.75,54.05,220,Poor
247.89,220.31,25.3,0.81,10.38,72.81,295,Poor
70.12,124.92,27.79,0.53,7.17,55.8,280,Poor
63.22,121.42,39.4,0.51,7.95,51.15,157,Moderate
66.56,138.6,44.86,0.19,9.49,50.67,185,Moderate
76.04,165.07,57.6,0.08,10.31,55.99,153,Moderate
112.71,208.73,94.41,0.13,11.85,37.61,230,Poor
120.58,224.97,117.03,0.31,10.92,35.21,256,Poor
165.57,251.58,118.92,0,8.99,34.9,305,Very Poor
109.53,200.67,100.76,0,8.53,28.37,304,Very Poor
102.04,198.49,103.82,0,7.73,54.08,203,Poor
116.2,226.64,108.17,0,8.99,51.65,249,Poor
106.23,223.61,95.01,0,10.28,64.74,249,Poor
98.1,176.81,85.5,0,8.25,119.81,215,Poor
161.94,160.86,66.57,0,8.1,114.76,336,Very Poor
101.06,171.25,70.26,0,7.7,87.04,234,Poor
119.08,196.77,62.8,0,8.55,66.54,253,Poor
136.16,170.11,42.43,0,9.56,90.16,265,Poor
89.75,154.46,27.2,0,10.63,78.4,218,Poor
82.61,153.87,29.33,0,10.06,65.1,198,Moderate
84.81,178.79,26.92,0,10.8,69.44,187,Moderate
89.74,195.03,26.37,0,6.13,52.89,197,Moderate
72.32,142.66,21.7,0,6.87,76.32,182,Moderate
52.64,104.96,19.59,0,7.74,83.65,121,Moderate
58.96,103.7,21.16,0,4.33,32.27,93,Satisfactory
52.76,103.23,20.25,0,3.32,28.16,113,Moderate
43.67,81.34,15.56,0,13.63,50.24,93,Satisfactory
54.27,95.76,18.51,0,16.03,49.86,88,Satisfactory
43.25,84.63,14.84,0,13.97,54.35,89,Satisfactory
69.9,162.87,12.72,0,10.11,48.42,103,Moderate
50.09,122.76,11.7,0,12.86,53.42,153,Moderate
85.99,233.77,4.9,0,13.65,29.52,140,Moderate
