PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
16.17,4.84,24.82,16.46,0.28,7.42,13.81,53,Satisfactory
18.07,8.38,27.7,21,0.36,5.9,12.64,49,Good
17.09,6.04,24.89,17.3,0.31,6.07,14.98,48,Good
16.39,7.35,24.46,18.46,0.28,6.09,11.86,43,Good
11.98,6.15,18.71,14.38,0.31,6.15,14.52,47,Good
11.66,5.61,17.79,13.61,0.32,6.65,13.69,42,Good
16.97,8.16,27.16,20.02,0.31,7.29,10.2,41,Good
22.11,4.1,17.62,12.18,0.35,10.13,11.99,65,Satisfactory
7.78,3.77,19.87,13.35,0.3,5.69,15.01,40,Good
18.56,4.25,20.71,14.14,0.3,7.17,18.05,35,Good
15.3,4.16,17.73,12.67,0.29,8,18.6,44,Good
15.28,11.75,24.8,21.07,0.32,6.84,15.02,48,Good
13.19,5.97,21.95,15.99,0.27,5.98,14.53,47,Good
10.08,5.47,19.61,14.4,0.25,6.73,14.24,34,Good
10.33,6.19,22.71,16.5,0.29,8.08,13.14,39,Good
12.51,6.62,23.7,17.2,0.29,8.73,11.2,40,Good
14.36,5.88,24.14,16.98,0.31,8.55,12.62,48,Good
15.34,7.06,25.68,18.74,0.29,7.55,12.26,52,Satisfactory
14.61,5.98,24.79,17.43,0.27,7.85,11.18,50,Good
15.31,9.65,27.1,21.01,0.3,7.61,9.29,48,Good
16.51,6.63,27.6,19.35,0.28,6.97,12.08,48,Good
20.98,6.11,26.87,18.67,0.29,8.39,15.33,53,Satisfactory
24.66,7.02,26.52,19.13,0.29,8.85,18.68,68,Satisfactory
22.43,6.2,27.25,18.9,0.3,7.13,15.88,77,Satisfactory
23.16,6.01,26.37,18.32,0.31,8.74,15.43,70,Satisfactory
18.51,7.14,25.86,19.12,0.34,6.4,14.04,50,Good
15.84,7.38,23.73,18.24,0.34,7.13,13.7,48,Good
20.36,7.58,25.6,19.27,0.31,7.74,13.86,50,Good
27.05,5.13,26.36,17.59,0.38,8.05,14.3,72,Satisfactory
25.36,4.74,26.76,17.54,0.31,7.84,14.29,76,Satisfactory
25.42,5.01,22.74,15.82,0.32,7.79,17.95,82,Satisfactory
21.61,4.94,18.35,13.78,0.33,9.3,19.94,62,Satisfactory
34.85,9.53,24.19,20.62,0.42,8.8,23.55,79,Satisfactory
38.35,6.64,32.15,22.32,0.46,7.75,27.14,86,Satisfactory
33.85,7.83,38.45,26.5,0.57,6.42,25.02,79,Satisfactory
35.06,10.31,35.45,26.63,0.59,5.67,20.9,71,Satisfactory
41.83,11.55,36.44,28.14,0.6,6,21.97,78,Satisfactory
42.24,5.8,36.56,23.67,0.53,7.04,30.31,85,Satisfactory
43.69,6.25,36.45,24.05,0.51,6.77,27.22,92,Satisfactory
48.98,8.74,33.93,24.38,0.5,7.78,22.86,101,Moderate
35.58,4.05,22.67,14.98,0.41,8.41,24.49,85,Satisfactory
39.68,5.07,25.48,17.48,0.45,6.81,21.89,68,Satisfactory
38.6,6.3,31.56,20.98,0.45,6.9,21.57,79,Satisfactory
40.88,3.8,30.3,18.92,0.42,7.14,23.53,81,Satisfactory
37.91,5.26,27.55,17.69,0.38,8.39,21.72,91,Satisfactory
27.29,3.66,23.11,14.88,0.34,6.23,27.07,62,Satisfactory
32.25,3.76,27.46,17.34,0.44,6.13,28.19,65,Satisfactory
34.94,7.01,36.88,25.03,0.62,5.85,21.51,62,Satisfactory
41.46,10.7,38.18,28.61,0.66,6.42,20.19,84,Satisfactory
53.68,19.37,44.83,39.13,0.8,8.2,16.94,108,Moderate
43.09,7.32,36.52,24.46,0.54,6.93,24.45,95,Satisfactory
45.92,12.36,38.03,29.38,0.58,7.03,15.53,92,Satisfactory
55.39,18.14,38.38,33.21,0.64,7.08,17.26,100,Satisfactory
67.69,17.39,37.28,32.15,0.62,9.16,24.96,118,Moderate
63.16,6.21,38.16,24.9,0.5,7.78,23.41,128,Moderate
37.8,8.25,33.16,23.67,0.49,5.89,22.58,94,Satisfactory
36.5,5.25,32.41,21.14,0.45,5.74,23.91,72,Satisfactory
39.63,6.61,33.83,22.06,0.45,5.14,24.63,79,Satisfactory
39.8,5.91,34.47,22.39,0.43,6.26,29.57,84,Satisfactory
56.36,7.79,42.33,27.18,0.56,8.43,29.21,109,Moderate
65.91,5.65,39.75,25.24,0.5,6.99,29.27,124,Moderate
64.44,6.46,40.33,25.58,0.56,9.45,28.65,130,Moderate
60.07,8.4,46.53,31,0.54,17.26,23.73,124,Moderate
56.5,7.83,48.32,31.61,0.48,13.82,21.94,128,Moderate
52.63,5.23,43.03,26.79,0.46,14.89,25.52,120,Moderate
54.39,6.33,42.79,26.64,0.53,13.5,27.9,121,Moderate
58.56,13.85,46.54,34.65,0.64,10.8,21.39,118,Moderate
54.35,6.53,36.76,24.31,0.47,9.08,27.41,108,Moderate
58.24,4.47,35.21,25.04,0.53,9.14,28.29,100,Satisfactory
53.26,6.11,32.39,20.97,0.46,4.76,26.04,105,Moderate
41.03,6.99,34.67,23.8,0.58,4.21,19.11,83,Satisfactory
40.35,6.18,31.81,21.6,0.55,3.64,21.12,73,Satisfactory
43.99,9.66,37.92,26.85,0.52,3.92,24.15,74,Satisfactory
58.44,8.23,47.2,31.47,0.68,6.19,26.5,105,Moderate
61.34,6.33,44.57,28.44,0.61,5.23,26.96,119,Moderate
66.82,10.4,51.4,35.41,0.72,9.47,27.86,125,Moderate
67.12,5.57,45.12,28.2,0.67,6.04,30.64,133,Moderate
67.52,5.09,46.11,28.34,0.89,6.88,28.14,142,Moderate
60.72,8.06,45.35,30.25,0.61,8.39,28.84,128,Moderate
48.68,6.28,47.97,30.17,0.46,11.76,31.72,107,Moderate
57.44,13.24,60.75,42.38,0.68,16.45,27.8,117,Moderate
56.51,10.74,46.84,33.18,0.55,14.29,36.66,120,Moderate
56.02,4.14,46.3,27.61,0.5,19.41,41.62,110,Moderate
57.32,5.54,47.35,28.61,0.58,14.14,41.46,115,Moderate
56.98,8.65,47.69,32.11,0.56,14.98,34.51,117,Moderate
50.87,9.71,45.19,30.38,0.59,11.42,26.9,106,Moderate
34.07,8.83,37.54,25.92,0.56,6.15,19.95,86,Satisfactory
25.96,6.81,32.84,22.01,0.48,4.13,23.14,58,Satisfactory
24.88,4.85,30.95,20.14,0.51,3.89,25.91,55,Satisfactory
32.8,5.38,36.41,23.46,0.53,4.62,27.53,64,Satisfactory
44.66,5.82,39.76,25,0.58,5.76,31.15,80,Satisfactory
54.63,4.8,38.84,23.63,0.52,8.73,34.91,95,Satisfactory
59.82,3.82,35.89,21.32,0.55,7.39,41,107,Moderate
64.36,4.45,42.33,25.9,0.54,10.52,36.77,114,Moderate
69.5,4.22,44.02,26.57,0.58,16.11,42.35,129,Moderate
61.15,4.84,44.85,27.54,0.58,18.58,44,131,Moderate
62.68,7.17,50.55,31.73,0.58,27.46,43.16,127,Moderate
66.08,10.08,56.68,37.98,0.68,32.99,34.36,134,Moderate
67.28,10.49,60.17,39.93,0.76,28.68,35.17,139,Moderate
58.4,9.82,52.31,35.35,0.73,23.55,30.37,133,Moderate
46.2,7.78,45.12,29.83,0.61,14.26,25.38,118,Moderate
23.09,6.46,32.04,21.93,0.47,4.64,20.36,76,Satisfactory
19.06,7.14,29.19,20.29,0.43,4.63,18.99,57,Satisfactory
26.04,5.61,32.18,21.29,0.45,4.53,21.05,53,Satisfactory
52.12,7.09,43.52,27.66,0.58,9.77,29.47,86,Satisfactory
63.08,5.82,44.09,27.7,0.58,13.92,36.71,129,Moderate
66,4.81,46.07,28.06,0.6,9.72,34.42,131,Moderate
71.81,7.22,47.8,30.04,0.65,15.7,32.72,133,Moderate
72.98,8.56,53.95,34.44,0.72,15.99,36.63,148,Moderate
69.28,4.95,50.29,30.48,0.64,16.75,46.4,140,Moderate
63.01,5.59,53.44,32.61,0.67,18.36,44.11,135,Moderate
69.91,6.32,59.24,35.57,0.74,11.85,41.07,138,Moderate
73.48,6.86,59.43,36.14,0.77,8.85,43.73,142,Moderate
72.26,11.19,65.02,43.12,0.81,14.12,34.93,146,Moderate
67.69,7.06,56.72,34.75,0.67,20.32,40.48,139,Moderate
69.94,6.95,56.11,35.06,0.72,13.09,35.54,135,Moderate
71.17,7.24,52.98,33.02,0.74,9.29,34.25,137,Moderate
74.62,5.43,48.78,30.02,0.75,7.79,36.37,140,Moderate
77.72,6.32,47.55,29.22,0.76,8.53,37.26,154,Moderate
67.3,3.28,40.48,24.04,0.7,5.66,33.84,146,Moderate
62.87,5.26,41.39,25.89,0.74,4.21,29.75,123,Moderate
61.66,3.74,32.11,19.87,0.64,4.65,31.2,108,Moderate
76.14,4.44,34.16,20.56,0.71,4.23,36.84,132,Moderate
78.36,4.34,33.76,20.26,0.74,5.66,36.66,159,Moderate
77.94,4.06,30.74,18.63,0.63,5.63,36.29,161,Moderate
76.22,4.87,39.51,24.48,0.73,7.25,31.26,158,Moderate
74.78,3.74,36.07,21.92,0.68,5.85,36.7,153,Moderate
74.19,3.87,37.39,22.72,0.67,4.46,34.73,145,Moderate
74.48,4.96,41.82,25.98,0.8,6.86,24.87,144,Moderate
75.15,4.81,38.42,24.05,0.62,13.68,37.42,157,Moderate
76.15,4.2,39.24,23.25,0.61,16.29,49.21,151,Moderate
59.61,3.61,33.95,20.68,0.53,12.91,34.28,141,Moderate
22.35,5.64,29.09,19.52,0.4,9.12,20.98,67,Satisfactory
32.77,6.1,33.97,22.61,0.47,9.12,23.73,54,Satisfactory
44.72,10.97,43.69,30.84,0.67,11.57,22.1,76,Satisfactory
55.1,6.18,48.47,30.3,0.64,12.56,27.57,104,Moderate
72.66,5.48,52.59,31.84,0.67,10.82,36.75,127,Moderate
78.01,5.23,41.45,25.43,0.68,7.12,42.72,151,Moderate
76.81,3.25,44.67,25.96,0.68,10.6,34.26,159,Moderate
73.18,3.91,46.1,26.91,0.61,8.93,43.56,153,Moderate
67.91,5.14,36.25,23.04,0.69,6.85,39.08,136,Moderate
68.06,7.16,38.87,25.8,0.63,10.27,28.38,126,Moderate
64.1,6.93,44.84,28.62,0.62,16.12,36.78,131,Moderate
68.76,6.88,44.93,28.59,0.62,20.66,45.65,132,Moderate
71.7,7.93,45.42,29.77,0.67,17.59,44.23,139,Moderate
65.24,10.12,52.86,35.35,0.7,19.97,38.19,134,Moderate
66.79,15.13,63.82,45.22,0.94,22.51,31.99,132,Moderate
71.55,19.02,67.44,50.15,1.03,13.44,33.44,133,Moderate
69.7,17.18,67.01,48.67,0.97,13.01,32.47,141,Moderate
75.25,13.81,63.58,44.19,0.88,12.51,34.39,142,Moderate
73.03,7.3,50.4,32.05,0.78,8.17,40.43,148,Moderate
77.71,6.07,40.96,26.12,0.73,6.61,46.03,149,Moderate
76.5,11.3,49.16,34.49,0.76,9.93,40.13,155,Moderate
73.78,14.97,62.35,44.33,0.92,15.09,27.73,151,Moderate
74.7,18.53,71.55,51.58,0.94,24.2,28.57,146,Moderate
75.43,9.06,64,40.41,0.82,15.91,34.38,146,Moderate
75.77,3.95,47.6,27.71,0.74,6.42,39.24,153,Moderate
78.62,3.45,39.74,23.07,0.68,5.24,40.02,154,Moderate
72.03,3.27,37.2,22.02,0.62,4.84,40,154,Moderate
74.37,3.09,39.21,23.01,0.66,5.55,37.84,146,Moderate
75.13,3.24,42.04,24.66,0.75,10.91,35.6,147,Moderate
75.55,4.44,44.72,27.09,0.74,13.59,35.82,152,Moderate
73.51,7.91,57.06,35.9,0.83,9.96,30.21,150,Moderate
75.34,5.36,53.23,31.9,0.78,9.28,30.69,148,Moderate
78.12,4.02,51.49,30.41,0.72,11.05,31.88,153,Moderate
70,6.89,58.07,36.2,0.76,11.84,29.49,155,Moderate
66.4,4.63,46.24,28.09,0.68,6.44,33.19,132,Moderate
47.29,5.79,33.37,21.82,0.46,5.3,32.82,105,Moderate
60.93,2.98,37.74,22.14,0.53,4.71,33.93,105,Moderate
59.22,4.03,40.03,23.4,0.58,5.47,29.43,112,Moderate
36.51,2.97,29.33,17.72,0.46,4.8,26.51,96,Satisfactory
36.21,3.29,28.89,17.8,0.52,6.04,23.49,73,Satisfactory
51.29,6.08,32.05,21.7,0.55,9.21,13.14,72,Satisfactory
71.62,5.27,38.41,24.51,0.62,10.45,18.86,124,Moderate
64.42,5.12,39.62,24.96,0.54,12.83,29.15,136,Moderate
55.6,4.74,49.58,29.88,0.57,16.51,33.69,108,Moderate
63.8,5.22,51.35,31.26,0.66,9.26,29.69,114,Moderate
66.44,3.97,45.36,27.13,0.64,5.43,34.07,131,Moderate
62.22,3.93,47.27,28.11,0.64,6.77,29.72,118,Moderate
60.26,3.47,41.85,24.88,0.59,5.07,34.63,120,Moderate
63.75,3.44,42.48,25,0.64,5.28,38.6,110,Moderate
63.26,3.35,45.85,26.85,0.67,7.07,38.11,115,Moderate
68.06,4.64,45.84,27.64,0.71,6.27,34.76,130,Moderate
58.46,2.62,35.49,20.66,0.54,6.17,40.27,120,Moderate
58.24,8.67,48.41,32.58,0.64,10.22,29.95,114,Moderate
55.67,7.5,43.21,28.81,0.59,13.22,35.28,128,Moderate
58.82,3.61,39.43,22.94,0.54,28.83,34.46,130,Moderate
58.64,2.34,35.55,20.66,0.57,7.38,32.49,118,Moderate
64.14,3.96,46.13,27.17,0.63,5.18,30.71,122,Moderate
64.94,3.93,56.54,33.09,0.65,6,29.39,130,Moderate
62.79,5.08,47.79,29.37,0.68,4.32,35.52,127,Moderate
38.84,3.95,38.74,23.07,0.54,3.41,28.5,102,Moderate
48.34,8.06,46.78,30.37,0.64,8,28.7,91,Satisfactory
45.12,4.42,44.87,27.3,0.55,6.81,26.53,101,Moderate
65.14,10.09,51.92,34.94,0.73,9.02,34.67,109,Moderate
55.8,4,38.85,23.75,0.56,5.59,31.04,123,Moderate
35.07,4.53,31.3,19.71,0.47,3.81,22.5,87,Satisfactory
39.32,4.07,35.72,22.13,0.54,4.09,27.44,82,Satisfactory
44.63,4.93,43.43,26.97,0.64,5.25,29.65,94,Satisfactory
57.13,4.92,51.31,31.15,0.71,6.7,32.58,115,Moderate
46.64,4.04,39.75,24.27,0.57,5.81,33.16,114,Moderate
49.41,2.39,37.02,21.5,0.52,11.5,35.68,100,Satisfactory
54.83,5.65,46.58,28.73,0.58,11.07,28.01,117,Moderate
57.06,5.27,44.72,27.78,0.62,11.17,25.47,111,Moderate
50.34,3.77,37.89,23.07,0.52,9.8,29.24,112,Moderate
55.59,5.27,45.3,27.68,0.6,9.83,26.37,120,Moderate
33.05,4.5,30.47,18.95,0.44,3.78,23.5,85,Satisfactory
35.27,3.83,28.79,17.94,0.5,4.01,25.1,68,Satisfactory
40.97,3.81,34.92,21.47,0.6,8.92,33.65,80,Satisfactory
59.27,4.66,42.82,26.36,0.64,14.57,26.83,117,Moderate
62.5,6.31,51.51,32.23,0.74,20.09,32.22,136,Moderate
66.8,9.08,57.64,37.6,0.88,23.3,36.21,143,Moderate
66.34,4.56,45.68,27.4,0.67,13.99,32.16,143,Moderate
49.68,5.08,39.57,24.61,0.62,5.59,26.07,122,Moderate
45.2,5.39,32.1,21.43,0.44,4.96,26.28,102,Moderate
36.59,5.19,29.5,19.8,0.41,4.82,26.75,92,Satisfactory
40.84,4.43,30.23,19.1,0.41,5.24,29,97,Satisfactory
41.23,3.02,30.87,18.66,0.5,5.42,35.6,101,Moderate
41.63,3.87,34.6,20.9,0.44,7.95,32.13,101,Moderate
48.94,4.66,35.69,22.04,0.57,9.87,32.17,104,Moderate
39.06,3.66,31.2,18.97,0.71,5.68,33.27,101,Moderate
37.73,3.61,31.16,19.29,0.54,4.56,25.92,97,Satisfactory
39.82,3.39,36.09,21.62,0.57,7.62,30.19,93,Satisfactory
30.77,3.75,29.56,18.12,0.58,4.31,26.68,85,Satisfactory
41.63,7.42,30.7,21.63,0.58,4.37,27.83,86,Satisfactory
41.06,2.57,26.62,16.05,0.66,5.08,31.53,95,Satisfactory
36.35,2.47,28.41,16.94,0.59,7.76,30.83,87,Satisfactory
43.36,3.68,37.47,22.74,0.73,6.14,31.37,101,Moderate
50.52,3.99,36.62,22.14,0.69,7.32,34.52,111,Moderate
50.06,4.11,38.91,23.8,0.71,7.35,34.56,107,Moderate
51.5,5.91,40.1,25.55,0.74,7.21,31.57,113,Moderate
48.51,4.51,36.61,22.44,0.65,6.45,34.62,107,Moderate
55.2,3.57,40.49,24.28,0.74,9.55,36.1,114,Moderate
59.8,5.28,47.46,28.9,0.79,10.09,37.07,127,Moderate
59.21,3.97,37.75,22.57,0.81,7.18,41.34,132,Moderate
48.49,2.93,34.71,20.48,0.71,5.63,38.94,124,Moderate
37.8,5.39,36.39,22.71,0.56,7.18,36.69,106,Moderate
43.82,4.29,35.96,22.45,0.59,6.48,40.44,114,Moderate
45.6,4.55,34.95,22.16,0.67,5.57,36.41,106,Moderate
39.01,4.71,32.84,21.16,0.58,5.26,34.99,102,Moderate
31.28,2.63,27.38,16.5,0.46,7.11,53.76,93,Satisfactory
37.69,5.95,34.78,23.18,0.57,8.13,43.5,89,Satisfactory
33.48,3.5,25.54,16.22,0.48,5.59,41.68,78,Satisfactory
33.08,4.7,34.43,21.92,0.68,6.35,34.53,80,Satisfactory
40.63,6.5,41.49,27.11,0.75,8.36,29.18,91,Satisfactory
42.14,7.75,41.35,28.05,0.77,8.54,31.83,100,Satisfactory
31.45,3.62,29.76,18.56,0.51,8.56,32.91,87,Satisfactory
36.35,3.8,32.58,20.25,0.54,9.78,42.54,82,Satisfactory
32.69,3.97,40.08,24.09,0.63,7.85,46,91,Satisfactory
41,4.6,41.38,25.55,0.67,8.61,37.66,102,Moderate
37.57,3.48,35.15,21.37,0.54,6.78,39.51,95,Satisfactory
39.47,3.88,34.63,20.98,0.55,7.05,47,104,Moderate
33.26,3.07,28.9,17.74,0.5,5.59,40.01,91,Satisfactory
43.07,3.22,33.19,20.12,0.61,6.17,42.42,96,Satisfactory
30.74,2.92,30.7,18.5,0.51,2.86,42.07,94,Satisfactory
25.52,2.9,28.22,17.19,0.54,3.16,37.92,69,Satisfactory
24.77,2.78,25.56,15.12,0.5,3.73,39.44,69,Satisfactory
27.5,2.68,26.94,16.33,0.53,3.66,42.82,70,Satisfactory
34.65,6.98,38.86,26.08,0.77,6.3,45.19,96,Satisfactory
29.87,2.89,32.63,19.38,0.6,4.16,46.82,92,Satisfactory
36.16,4.14,34.65,21.2,0.65,4.87,49.41,102,Moderate
43.87,3.31,30.94,18.98,0.6,5.83,61.91,108,Moderate
51.92,4.83,37.2,23.05,0.71,6,54.12,124,Moderate
41.82,3.04,27.4,16.87,0.6,7.03,46.78,112,Moderate
39.66,3.67,26.75,16.3,0.63,6.19,48.48,103,Moderate
38.87,2.19,24.08,14.32,0.58,6.81,45.87,98,Satisfactory
36.43,2.86,24.25,15.02,0.56,5.57,40.78,96,Satisfactory
38.41,3.1,26.61,16.47,0.49,8.07,41.64,111,Moderate
36.05,1.46,23.87,13.67,0.43,9.12,47.23,119,Moderate
32.12,1.55,25.55,14.72,0.48,11.55,42.01,110,Moderate
36.53,3.4,32.84,20.05,0.53,12.2,36.18,106,Moderate
43.68,6.78,41.05,26.43,0.8,13.57,33.27,118,Moderate
52.95,13.86,54.4,39.49,1.08,12.38,33.49,130,Moderate
47.23,5.38,42.65,26.82,0.78,11.17,39.92,133,Moderate
46.82,7.03,40.85,27.2,0.76,11.69,35.35,132,Moderate
46.39,9.34,44.32,30.85,0.8,16.44,35.22,125,Moderate
48.29,1.98,27.81,16.23,0.72,9.88,47.78,121,Moderate
37.24,1.63,24.18,13.98,0.59,5.39,52.22,104,Moderate
41.34,2.28,26.81,15.97,0.62,6.61,52.29,109,Moderate
38.89,1.7,24.57,14.31,0.5,5.5,55.14,98,Satisfactory
42.5,2.31,28.26,16.76,0.63,5.83,45.58,110,Moderate
36.62,3.4,28.08,17.53,0.61,8.98,38.79,93,Satisfactory
43.35,2.41,25.97,15.54,0.59,7.43,42.46,109,Moderate
48.5,3.83,29.47,18.66,0.63,10.74,37.63,112,Moderate
55.84,7.38,39.35,26.81,0.84,13.51,40.31,134,Moderate
48.9,1.7,22.09,12.98,0.58,6.3,52.92,120,Moderate
43.6,2.23,20.39,12.46,0.5,5.97,53.16,111,Moderate
36.78,1.8,22.19,13.11,0.51,6.41,56.64,109,Moderate
44.73,1.73,21.49,12.57,0.53,5.38,53.87,104,Moderate
37.62,3.72,24.68,16.07,0.63,6.35,50.74,92,Satisfactory
46.56,5.68,33.57,22.03,0.68,7.62,41.11,112,Moderate
49.91,7.15,44.65,29.48,0.82,9.65,36.25,124,Moderate
41.93,3.57,32.43,19.84,0.56,7.74,38.17,114,Moderate
41.88,2.92,33.95,20.36,0.6,5.92,42.15,112,Moderate
52.22,3.2,41.52,24.53,0.79,7.43,47.71,124,Moderate
42.3,2.69,23.98,14.72,0.56,6.04,55.34,119,Moderate
39.47,1.69,24.28,14.16,0.59,4.32,48.05,105,Moderate
34.95,2.3,25.81,15.41,0.54,4.88,45.42,95,Satisfactory
44.33,3.35,30.78,19,0.66,5.89,42,111,Moderate
27.67,2.01,19.27,11.76,0.44,4.86,39.38,91,Satisfactory
24.01,1.65,23.84,13.87,0.42,4.5,49.99,75,Satisfactory
35.63,2.79,30.32,18.23,0.61,5.33,46.52,86,Satisfactory
35.67,1.72,23.98,14.13,0.43,4.84,52.02,103,Moderate
28.41,1.8,22.08,13.13,0.47,5.89,59.34,89,Satisfactory
32.08,2.93,30.99,18.87,0.69,5.04,50.4,78,Satisfactory
31.14,1.98,23.4,14.06,0.45,5.98,54.96,88,Satisfactory
23.71,1.79,20.71,12.49,0.43,6.06,54.44,75,Satisfactory
12.39,2.03,19.18,11.83,0.36,5.11,38.66,60,Satisfactory
8.7,1.64,15.47,9.48,0.32,5.25,34.8,48,Good
11.21,2.12,17.24,10.7,0.32,5.75,25.66,39,Good
15.94,1.83,14.46,8.74,0.32,4.75,25.63,40,Good
22.29,2.25,13.52,8.08,0.31,5.46,25.28,55,Satisfactory
19.58,1.62,9.26,5,0.29,4.29,25.32,57,Satisfactory
23.78,1.95,12.02,7.2,0.32,5.56,22.92,60,Satisfactory
22.29,1.87,10.98,6.91,0.32,4.82,25.52,60,Satisfactory
21.59,1.98,11.54,7.22,0.33,6.26,26.23,60,Satisfactory
18.96,1.96,11.05,7.2,0.32,6.32,27.66,54,Satisfactory
28.11,2.89,16.83,11,0.42,4.86,29.42,65,Satisfactory
24.75,1.95,15.01,9.47,0.36,4.34,33.89,60,Satisfactory
26.44,2.34,19.64,12.24,0.46,4.77,25.89,60,Satisfactory
25.45,2.43,19.86,12.15,0.48,5.04,31.78,62,Satisfactory
27,3.58,23.58,14.72,0.56,5.03,28.48,62,Satisfactory
18.07,2.21,13.79,8.97,0.29,4.29,25.99,60,Satisfactory
9.85,2.18,11.88,7.95,0.27,4.55,26.41,38,Good
9.89,1.94,9.71,6.9,0.34,3.51,24.92,35,Good
12.75,2.15,13.54,8.61,0.34,3.99,21.45,35,Good
18.55,2.28,16.94,9.97,0.34,5,24,39,Good
18.32,2.64,14.66,8.9,0.35,5.62,21.07,44,Good
17.75,2.93,14.34,8.62,0.36,3.99,17.96,36,Good
20.08,2.08,12.48,7.4,0.35,3.65,19.24,46,Good
17.71,2.08,13.84,8.29,0.36,4.07,18.73,49,Good
16.27,2.18,13.5,8.12,0.37,3.39,17.83,46,Good
15.95,1.88,8.82,5.39,0.39,3.28,19.48,42,Good
15.22,1.61,7.09,4.34,0.36,3.48,20.16,47,Good
16.51,1.98,10.33,6.2,0.34,4.35,16.37,36,Good
15.35,2.34,10.7,6.72,0.35,4.2,16.83,43,Good
12.67,2.39,9.99,6.38,0.33,4.32,16.24,36,Good
16.54,2.57,12.01,7.99,0.35,5.19,16.63,40,Good
18.41,3.63,15.07,10.1,0.42,8.4,16.69,45,Good
12.8,3.74,12.2,9.79,0.35,9.88,17.36,46,Good
14.43,3.72,14.78,10.4,0.39,4.59,16.68,36,Good
15.96,4.06,13.46,10.75,0.39,5.51,18.62,44,Good
24.07,8.34,15.32,14.47,0.43,10.41,18.08,60,Satisfactory
22.29,5.68,13.96,10.94,0.36,9.63,22.08,68,Satisfactory
26.43,3.1,14.91,9.98,0.41,9.44,25.61,70,Satisfactory
31.27,3.03,17.52,11.18,0.46,9.68,30.58,89,Satisfactory
20.12,2.58,13.94,8.86,0.43,5.41,30.44,64,Satisfactory
14.08,2.62,13.32,8.47,0.41,6.12,25.58,54,Satisfactory
12.01,3.63,15.41,10.45,0.46,5.78,21.49,48,Good
8.13,2.51,10.58,7.35,0.35,5.06,22.08,48,Good
10.24,2.75,11.32,8.04,0.37,6.43,21.22,47,Good
12.86,3.65,12.51,9.19,0.42,7.48,18.8,49,Good
14.72,3.89,14.61,10.63,0.38,9.89,15.66,50,Good
12.96,2.56,11.87,8.24,0.36,6.52,19.4,47,Good
13.46,2.38,11.57,8.08,0.36,4.07,19.12,47,Good
8.99,2.31,11.77,8.17,0.37,4.02,18.19,42,Good
8.48,2.8,12.12,8.76,0.3,6.56,17.98,35,Good
10.95,3.45,13.33,9.93,0.37,9.55,16.46,37,Good
10.31,3.84,14.94,10.97,0.42,6.72,14.78,41,Good
8.01,3.38,13.12,9.48,0.36,5.84,13.76,37,Good
6.75,2.95,11.92,8.49,0.33,4.24,14.61,39,Good
6.24,2.92,12.57,8.68,0.3,5.03,17.5,36,Good
7.95,3.65,12.93,9.21,0.33,5.9,17.12,37,Good
10.01,3.66,15.18,10.9,0.46,5.97,13.9,51,Satisfactory
9.72,4.1,16.76,12.04,0.38,5.86,12.08,46,Good
12.45,3.46,19.4,12.81,0.42,5.75,14.47,47,Good
12.46,2.33,13.58,8.84,0.36,10.95,18.47,46,Good
11.94,2.51,15.1,10.03,0.32,9.39,19.37,45,Good
17.37,3.48,16.94,11.86,0.37,11.43,18.34,50,Good
24.17,3.75,19.45,13.34,0.45,12.18,16.93,63,Satisfactory
29.79,6.46,29.89,20.72,0.42,9.62,13.8,72,Satisfactory
23.12,6.59,25.02,18.15,0.36,9.85,16.9,75,Satisfactory
19.11,4.92,21.68,15.07,0.31,13.65,15.36,58,Satisfactory
17.17,7.61,24.22,17.62,0.38,9.61,14.63,53,Satisfactory
23.03,6,24.44,16.82,0.38,8.87,17.03,69,Satisfactory
29.92,8.22,32.88,23.36,0.42,8.41,14.02,89,Satisfactory
25.94,7.42,30.57,21.82,0.37,8.72,15.29,85,Satisfactory
31.38,10.74,29.66,23.12,0.48,9,13.77,82,Satisfactory
27.23,5.89,23.96,17.12,0.53,11.3,15.79,75,Satisfactory
20.35,3.97,19.28,13.24,0.52,8.82,18.38,67,Satisfactory
23.71,3.87,16.82,12.13,0.43,11.22,18.8,65,Satisfactory
14.82,5.14,16.19,11.5,0.28,11.93,19.58,51,Satisfactory
14.89,4.84,17.27,11.82,0.37,7.35,20.59,51,Satisfactory
17.16,4.2,19.36,12.3,0.38,7.65,19.4,52,Satisfactory
18.86,3.16,15.9,9.84,0.38,7.78,22.29,65,Satisfactory
19.35,2.99,16.68,9.42,0.37,8.56,23.02,68,Satisfactory
16.92,3.32,17.85,9.95,0.42,5.76,17.91,65,Satisfactory
16.5,4.06,16.99,10.94,0.4,7.93,17.16,54,Satisfactory
13.98,7.38,15.96,11.37,0.38,6.72,13.47,41,Good
11.85,3.19,12.75,8.8,0.4,6.07,14.1,44,Good
15.72,3.76,11.79,8.14,0.38,8.25,14.05,38,Good
12.92,4.15,12.69,8.44,0.36,11.3,12.22,38,Good
12.2,3.48,12.34,8.08,0.38,7.72,13.7,35,Good
11.14,3.19,15.09,9.16,0.3,7.29,16.22,32,Good
11.92,3.32,12.37,8.05,0.28,7.28,14.98,34,Good
13.65,3.35,12.65,8.2,0.3,7.33,14.41,32,Good
